"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"1","1","Mindblade Render","clb","Near Mint","English","","","2025-01-02 03:35:54.547000","762","False","False",""
"1","1","Mindless Automaton","cmr","Near Mint","English","foil","","2025-01-02 02:03:33.600000","326","False","False",""
"1","1","Mindstab","tsr","Near Mint","English","foil","","2025-01-02 01:29:32.640000","123","False","False",""
"1","1","Minimus Containment","clb","Near Mint","English","foil","","2024-12-31 08:29:37.373000","34","False","False",""
"4","4","Minion's Return","thb","Near Mint","English","foil","","2025-01-02 01:06:18.507000","104","False","False",""
"1","1","Mirage Mirror","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","962","False","False",""
"1","1","Mirkwood Bats","ltr","Near Mint","English","","","2025-01-02 03:17:40.530000","95","False","False",""
"1","1","Mirkwood Elk","ltc","Near Mint","English","","","2025-01-02 03:16:37.853000","41","False","False",""
"1","1","Mirkwood Trapper","ltc","Near Mint","English","","","2025-01-02 03:16:37.853000","62","False","False",""
"1","1","Mirror Entity","clb","Near Mint","English","","","2025-01-02 03:35:54.547000","701","False","False",""
"1","1","Mirror of Galadriel","ltr","Near Mint","English","","","2025-01-02 03:16:37.853000","244","False","False",""
"1","1","Mirrorpool","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","1010","False","False",""
"1","1","Misdirection","sld","Near Mint","English","foil","","2024-12-31 08:06:25.100000","1272","False","False",""
"1","1","Mistvault Bridge","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","189","False","False",""
"1","1","Model of Unity","ltc","Near Mint","English","","","2025-01-02 03:16:37.853000","78","False","False",""
"5","5","Mogis's Favor","thb","Near Mint","English","foil","","2025-01-02 00:52:27.407000","107","False","False",""
"1","1","Molder Beast","cmr","Near Mint","English","foil","","2025-01-01 20:42:53.997000","243","False","False",""
"1","1","Molten Blast","znr","Near Mint","English","foil","","2025-01-01 20:20:26.720000","149","False","False",""
"1","1","Monster Manual // Zoological Study","sld","Near Mint","English","foil","","2024-12-31 05:27:18.303000","1782","False","False",""
"1","1","Monstrosity of the Lake","ltc","Near Mint","English","","","2025-01-02 03:16:17.650000","22","False","False",""
"1","1","Monstrous Onslaught","cmr","Near Mint","English","foil","","2025-01-01 21:01:50.893000","244","False","False",""
"1","1","Moonlit Scavengers","eld","Near Mint","English","foil","","2025-01-02 00:28:29.413000","57","False","False",""
"1","1","Moonrise Cleric","blb","Near Mint","English","","","2024-12-30 22:00:52.287000","226","False","False",""
"1","1","Moonrise Cleric","blb","Near Mint","English","","","2024-12-31 06:22:11.960000","226","False","False",""
"1","1","Moonshae Pixie // Pixie Dust","clb","Near Mint","English","foil","","2024-12-31 08:42:26.597000","84","False","False",""
"1","1","Moria Scavenger","ltc","Near Mint","English","","","2025-01-02 03:16:17.650000","63","False","False",""
"1","1","Mortify","ltc","Near Mint","English","","","2025-01-02 03:17:40.530000","269","False","False",""
"1","1","Mortuary Mire","clb","Near Mint","English","","","2025-01-02 03:35:54.547000","900","False","False",""
"1","1","Moss Diamond","cmr","Near Mint","English","foil","","2024-12-30 19:34:28.810000","327","False","False",""
"1","1","Moss Diamond","mir","Near Mint","English","","","2024-12-30 19:34:43.000000","312","False","False",""
"1","1","Mosswort Bridge","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","342","False","False",""
"1","1","Mother of Runes","clb","Near Mint","English","","","2025-01-02 03:35:54.547000","702","False","False",""
"1","1","Motivated Pony","ltc","Near Mint","English","","","2025-01-02 03:17:40.530000","42","False","False",""
"1","1","Mountain","sld","Near Mint","English","foil","","2025-01-01 20:11:57.063000","1360","False","False",""
"1","1","Mountain","sld","Near Mint","English","foil","","2025-01-01 20:11:42.800000","1359","False","False",""
"1","1","Mountain","sld","Near Mint","English","foil","","2025-01-01 20:11:20.323000","1358","False","False",""
"1","1","Mountain","sld","Near Mint","English","foil","","2025-01-01 20:12:09.900000","1361","False","False",""
"1","1","Mountain","sld","Near Mint","English","foil","","2025-01-01 20:12:35.467000","1363","False","False",""
"1","1","Mountain","sld","Near Mint","English","foil","","2025-01-01 20:12:22.000000","1362","False","False",""
"1","1","Mountain","sld","Near Mint","English","foil","","2025-01-01 20:13:49.367000","1366","False","False",""
"1","1","Mountain","blb","Near Mint","English","","","2024-12-30 21:15:57.993000","276","False","False",""
"1","1","Mountain","sld","Near Mint","English","foil","","2025-01-01 20:12:59.943000","1365","False","False",""
"1","1","Mountain","sld","Near Mint","English","foil","","2025-01-01 20:13:23.793000","1367","False","False",""
"1","1","Mountain","blb","Near Mint","English","foil","","2024-12-30 21:15:08.143000","275","False","False",""
"1","1","Mountain","sld","Near Mint","English","foil","","2025-01-01 20:12:46.933000","1364","False","False",""
"7","7","Mountain","ltr","Near Mint","English","","","2025-01-02 03:16:17.650000","269","False","False",""
"1","1","Mountain","mh3","Near Mint","English","","","2024-12-31 08:57:41.380000","316","False","False",""
"1","1","Mountain","blb","Near Mint","English","foil","","2024-12-30 21:16:41.820000","376","False","False",""
"5","5","Mountain","ltr","Near Mint","English","","","2025-01-02 03:15:14.220000","268","False","False",""
"1","1","Mountain","blb","Near Mint","English","","","2024-12-30 21:16:14.180000","277","False","False",""
"1","1","Mountain","blb","Near Mint","English","foil","","2024-12-30 21:16:32.617000","375","False","False",""
"1","1","Mountain","blb","Near Mint","English","foil","","2024-12-30 21:15:48.967000","276","False","False",""
"1","1","Mountain","blb","Near Mint","English","","","2024-12-30 21:14:58.860000","275","False","False",""
"4","4","Mountain","blb","Near Mint","English","","","2024-12-30 21:11:28.337000","274","False","False",""
"4","4","Mountain","lci","Near Mint","English","","","2025-01-02 03:20:11.470000","399","False","False",""
"1","1","Mountain Goat","sld","Near Mint","English","foil","","2025-01-01 20:15:00.647000","737","False","False",""
"1","1","Multiclass Baldric","clb","Near Mint","English","","","2025-01-02 03:35:54.547000","684","False","False",""
"1","1","Murasa Sproutling","znr","Near Mint","English","foil","","2025-01-01 20:56:26.253000","196","False","False",""
"1","1","Murmuring Bosk","ltc","Near Mint","English","","","2025-01-02 03:17:40.530000","320","False","False",""
"1","1","Mutavault","clb","Near Mint","English","","","2025-01-02 03:35:54.547000","903","False","False",""
"1","1","Mutiny","rix","Near Mint","English","foil","","2025-01-01 20:17:06.007000","106","False","False",""
"1","1","Mycosynth Golem","sld","Near Mint","English","foil","","2024-12-31 05:43:32.573000","1433★","False","False",""
"1","1","Mycosynth Lattice","sld","Near Mint","English","foil","","2024-12-31 05:43:15.403000","1434★","False","False",""
"1","1","Mycosynth Wellspring","sld","Near Mint","English","foil","","2024-12-31 05:42:59.210000","1435★","False","False",""
"1","1","Myr Battlesphere","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","151","False","False",""
"1","1","Myriad Construct","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","963","False","False",""
"1","1","Myriad Landscape","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","343","False","False",""
"1","1","Myriad Landscape","clb","Near Mint","English","","","2025-01-02 03:35:54.547000","904","False","False",""
"1","1","Myriad Landscape","plst","Near Mint","English","","","2025-01-02 03:35:14.457000","C14-61","False","False",""
"1","1","Myrsmith","som","Near Mint","English","","","2024-12-30 20:25:34.873000","16","False","False",""
"1","1","Mystic Confluence","ltc","Near Mint","English","","","2025-01-02 03:16:37.853000","193","False","False",""
"1","1","Mystic Forge","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","964","False","False",""
"1","1","Nahiri's Binding","znr","Near Mint","English","foil","","2024-12-30 20:25:41.083000","29","False","False",""
"1","1","Nalia de'Arnise","clb","Near Mint","English","etched","","2025-01-01 20:29:02.563000","934","False","False",""
"1","1","Nalia de'Arnise","clb","Near Mint","English","foil","","2025-01-02 03:35:54.547000","649","False","False",""
"2","2","Nantuko Shaman","tsr","Near Mint","English","foil","","2025-01-01 21:14:16.863000","221","False","False",""
"1","1","Nasty End","ltr","Near Mint","English","","","2024-12-31 07:58:38.777000","99","False","False",""
"2","2","Naturalize","rix","Near Mint","English","foil","","2025-01-01 20:38:02.730000","139","False","False",""
"2","2","Naya Panorama","ala","Near Mint","English","","","2024-12-30 19:35:37.907000","227","False","False",""
"1","1","Necroblossom Snarl","ltc","Near Mint","English","","","2025-01-02 03:17:40.530000","321","False","False",""
"1","1","Needlepeak Spider","tsr","Near Mint","English","foil","","2025-01-01 23:41:48.390000","177","False","False",""
"2","2","Nessian Hornbeetle","thb","Near Mint","English","foil","","2025-01-01 21:12:18.647000","182","False","False",""
"1","1","Nexus of Fate","sld","Near Mint","English","foil","","2024-12-31 05:42:09.507000","1498★","False","False",""
"1","1","Nezumi Cutthroat","a25","Near Mint","English","foil","","2025-01-02 01:03:50.607000","99","False","False",""
"1","1","Nightbird's Clutches","isd","Good (Lightly Played)","English","foil","","2025-01-01 23:24:46.497000","154","False","False",""
"1","1","Nighthawk Scavenger","clb","Near Mint","English","","","2025-01-02 03:35:54.547000","763","False","False",""
"1","1","Night's Whisper","ltc","Near Mint","English","","","2025-01-02 03:17:40.530000","205","False","False",""
"2","2","Nightshade Assassin","tsr","Near Mint","English","foil","","2025-01-02 01:18:00.533000","128","False","False",""
"1","1","Nightwhorl Hermit","blb","Near Mint","English","","","2024-12-31 05:56:43.827000","62","False","False",""
"1","1","Nimble Hobbit","ltr","Near Mint","English","","","2024-12-31 07:37:00.420000","23","False","False",""
"1","1","Nimbleclaw Adept","clb","Near Mint","English","foil","","2024-12-31 08:43:38.423000","86","False","False",""
"2","2","Ninth Bridge Patrol","cmr","Near Mint","English","foil","","2024-12-30 20:25:51.693000","33","False","False",""
"1","1","Nissa's Zendikon","znr","Near Mint","English","foil","","2025-01-01 20:43:30.327000","197","False","False",""
"1","1","Noble Heritage","clb","Near Mint","English","etched","","2024-12-31 08:25:36.093000","478","False","False",""
"1","1","Noose Constrictor","f17","Near Mint","English","foil","","2025-01-01 20:58:55.683000","1","False","False",""
"1","1","Not of This World","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","807","False","False",""
"1","1","Notion Thief","ltc","Near Mint","English","","","2025-01-02 03:16:17.650000","270","False","False",""
"1","1","Novice Dissector","stx","Near Mint","English","foil","","2025-01-02 01:16:20.830000","79","False","False",""
"1","1","Now for Wrath, Now for Ruin!","ltr","Near Mint","English","","","2024-12-31 07:42:05.490000","24","False","False",""
"2","2","Noxious Dragon","cmr","Near Mint","English","foil","","2025-01-02 01:27:28.863000","139","False","False",""
"1","1","Noxious Gearhulk","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","110","False","False",""
"1","1","Null Caller","cmr","Near Mint","English","foil","","2025-01-02 01:21:57.567000","140","False","False",""
"1","1","Nykthos Paragon","plst","Near Mint","English","","","2025-01-02 03:35:14.457000","MH2-22","False","False",""
"1","1","Nykthos, Shrine to Nyx","plst","Near Mint","English","","","2025-01-02 03:35:14.457000","THS-223","False","False",""
"1","1","Nyx Herald","thb","Near Mint","English","foil","","2025-01-01 20:55:21.313000","189","False","False",""
"1","1","Nyxbloom Ancient","sld","Near Mint","English","foil","","2024-12-31 08:05:53.003000","1275","False","False",""
"5","5","Nyxborn Brute","thb","Near Mint","English","foil","","2025-01-01 23:46:18.740000","144","False","False",""
"3","3","Nyxborn Marauder","thb","Near Mint","English","foil","","2025-01-02 01:11:19.943000","109","False","False",""
"1","1","Oakhollow Village","blb","Near Mint","English","","","2024-12-31 06:24:53.630000","258","False","False",""
"1","1","Oath of Eorl","ltc","Near Mint","English","","","2025-01-02 03:15:14.220000","64","False","False",""
"1","1","Oblivion Sower","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","808","False","False",""
"1","1","Oblivion Strike","ogw","Near Mint","English","foil","","2025-01-02 01:19:54.947000","75","False","False",""
"1","1","Oblivion's Hunger","znr","Near Mint","English","foil","","2025-01-02 01:04:23.537000","119","False","False",""
"1","1","Of Herbs and Stewed Rabbit","ltc","Near Mint","English","","","2025-01-02 03:17:40.530000","17","False","False",""
"1","1","Oji, the Exquisite Blade","clb","Near Mint","English","foil","","2024-12-31 08:55:29.370000","436","False","False",""
"1","1","Oketra's Monument","plst","Near Mint","English","","","2025-01-02 03:35:14.457000","AKH-233","False","False",""
"1","1","Oliphaunt","ltr","Near Mint","English","","","2024-12-31 07:53:37.490000","139","False","False",""
"1","1","Olog-hai Crusher","ltr","Near Mint","English","","","2024-12-31 07:52:49.357000","140","False","False",""
"1","1","Omarthis, Ghostfire Initiate","cmm","Near Mint","English","foil","","2025-01-02 03:18:57.677000","708","False","False",""
"1","1","Omen of the Forge","thb","Near Mint","English","foil","","2025-01-01 20:22:48.943000","145","False","False",""
"1","1","One with the Machine","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","90","False","False",""
"1","1","One with the Stars","thb","Near Mint","English","foil","","2025-01-02 00:23:07.983000","59","False","False",""
"1","1","Opal Palace","c21","Near Mint","English","","","2024-12-30 19:33:09.923000","306","False","False",""
"1","1","Opt","ltc","Near Mint","English","","","2025-01-02 03:16:37.853000","194","False","False",""
"1","1","Orchard Strider","ltc","Near Mint","English","","","2025-01-02 03:17:40.530000","253","False","False",""
"1","1","Orcish Siegemaster","ltc","Near Mint","English","","","2025-01-02 03:16:17.650000","33","False","False",""
"1","1","Ordeal of Nylea","cmr","Near Mint","English","foil","","2025-01-01 20:59:26.567000","247","False","False",""
"1","1","Order of Whiteclay","clb","Near Mint","English","","","2025-01-02 03:35:54.547000","703","False","False",""
"1","1","Ornithopter of Paradise","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","966","False","False",""
"1","1","Orzhov Basilica","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","191","False","False",""
"1","1","Orzhov Basilica","clb","Near Mint","English","","","2025-01-02 03:35:54.547000","906","False","False",""
"1","1","Orzhov Signet","clb","Near Mint","English","","","2025-01-02 03:35:54.547000","867","False","False",""
"1","1","Orzhov Signet","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","154","False","False",""
"1","1","Osteomancer Adept","blb","Near Mint","English","","","2024-12-30 22:02:41.697000","103","False","False",""
"1","1","Otepec Huntmaster","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","229","False","False",""
"2","2","Otterball Antics","blb","Near Mint","English","","","2024-12-30 21:01:54.010000","63","False","False",""
"1","1","Outland Boar","aer","Near Mint","English","foil","","2025-01-02 01:44:10.870000","132","False","False",""
"1","1","Outrider en-Kor","tsr","Near Mint","English","foil","","2024-12-30 20:25:55.630000","30","False","False",""
"1","1","Overgrown Armasaur","rix","Near Mint","English","foil","","2025-01-01 20:53:50.427000","141","False","False",""
"1","1","Overprotect","blb","Near Mint","English","","","2024-12-31 05:49:29.540000","185","False","False",""
"1","1","Overwhelming Stampede","ltc","Near Mint","English","","","2025-01-02 03:16:37.853000","254","False","False",""
"1","1","Owlin Shieldmage","stx","Near Mint","English","foil","","2025-01-02 01:42:57.973000","210","False","False",""
"1","1","Palace Jailer","ltc","Near Mint","English","","","2025-01-02 03:15:14.220000","174","False","False",""
"1","1","Palladium Myr","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","967","False","False",""
"2","2","Pallid Mycoderm","tsr","Near Mint","English","foil","","2024-12-30 20:25:59.877000","31","False","False",""
"1","1","Pantlaza, Sun-Favored","lcc","Near Mint","English","foil","","2025-01-02 03:20:11.470000","4","False","False",""
"1","1","Pantlaza, Sun-Favored","lcc","Near Mint","English","etched","","2025-01-01 20:30:20.507000","124","False","False",""
"1","1","Paradise Druid","ltc","Near Mint","English","","","2025-01-02 03:16:37.853000","255","False","False",""
"1","1","Parhelion II","war","Near Mint","English","","","2024-12-30 19:26:24.730000","24","False","False",""
"1","1","Path of Ancestry","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","192","False","False",""
"1","1","Path of Ancestry","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","346","False","False",""
"1","1","Path of Ancestry","clb","Near Mint","English","","","2025-01-02 03:35:54.547000","907","False","False",""
"1","1","Path of Ancestry","plst","Near Mint","English","","","2025-01-02 03:35:14.457000","C17-56","False","False",""
"3","3","Path of Ancestry","ltc","Near Mint","English","","","2025-01-02 03:17:40.530000","322","False","False",""
"2","2","Path to Exile","ltc","Near Mint","English","","","2025-01-02 03:17:40.530000","175","False","False",""
"1","1","Path to Exile","plst","Near Mint","English","","","2025-01-02 03:35:14.457000","CON-15","False","False",""
"1","1","Path to Exile","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","134","False","False",""
"1","1","Pawpatch Recruit","blb","Near Mint","English","","","2024-12-30 21:37:50.237000","187","False","False",""
"1","1","Pearl Medallion","plst","Near Mint","English","","","2025-01-02 03:35:14.457000","TMP-300","False","False",""
"1","1","Peerless Recycling","blb","Near Mint","English","","","2024-12-31 05:48:04.253000","188","False","False",""
"3","3","Pennon Blade","cmr","Near Mint","English","foil","","2025-01-02 01:58:41.240000","329","False","False",""
"1","1","Peregrin Took","ltr","Near Mint","English","foil","","2024-12-31 07:34:30.023000","315","False","False",""
"1","1","Perilous Vault","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","968","False","False",""
"3","3","Phalanx Tactics","thb","Near Mint","English","foil","","2024-12-30 20:26:03.920000","31","False","False",""
"6","6","Pheres-Band Brawler","thb","Near Mint","English","foil","","2025-01-01 21:20:12.297000","193","False","False",""
"5","5","Phyrexian Rager","cmr","Near Mint","English","foil","","2025-01-02 01:09:57.413000","142","False","False",""
"1","1","Phyrexian Rebirth","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","74","False","False",""
"1","1","Phyrexian Triniform","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","969","False","False",""
"2","2","Pileated Provisioner","blb","Near Mint","English","","","2024-12-30 20:57:33.143000","25","False","False",""
"1","1","Pilfer","fdn","Near Mint","English","","","2024-12-31 08:53:51.580000","181","False","False",""
"1","1","Pillar of Flame","ima","Near Mint","English","foil","","2025-01-01 20:19:03.650000","141","False","False",""
"1","1","Pillardrop Warden","stx","Near Mint","English","foil","","2025-01-01 23:40:02.273000","112","False","False",""
"1","1","Pippin, Warden of Isengard","ltc","Near Mint","English","","","2025-01-02 03:17:40.530000","65","False","False",""
"1","1","Pit Keeper","tsr","Near Mint","English","foil","","2025-01-02 01:04:38.177000","130","False","False",""
"5","5","Plains","j22","Near Mint","English","","","2024-12-30 20:46:14.400000","98","False","False",""
"10","10","Plains","clb","Near Mint","English","","","2025-01-02 03:35:54.547000","451","False","False",""
"1","1","Plains","blb","Near Mint","English","","","2024-12-30 20:57:40.780000","265","False","False",""
"4","4","Plains","lci","Near Mint","English","","","2025-01-02 03:20:11.470000","393","False","False",""
"7","7","Plains","sld","Near Mint","English","foil","","2025-01-02 03:35:14.457000","1351","False","False",""
"7","7","Plains","sld","Near Mint","English","foil","","2025-01-02 03:35:14.457000","1350","False","False",""
"9","9","Plains","ltr","Near Mint","English","","","2025-01-02 03:15:14.220000","262","False","False",""
"1","1","Plains","blb","Near Mint","English","","","2024-12-30 20:57:44.713000","262","False","False",""
"1","1","Plains","blb","Near Mint","English","","","2024-12-30 20:57:48.353000","264","False","False",""
"1","1","Plains","blb","Near Mint","English","foil","","2024-12-30 20:57:52.030000","263","False","False",""
"4","4","Plains","ltr","Near Mint","English","","","2025-01-02 03:17:40.530000","263","False","False",""
"8","8","Plains","sld","Near Mint","English","foil","","2025-01-02 03:35:14.457000","1349","False","False",""
"1","1","Plains","ltr","Near Mint","English","","","2024-12-31 08:01:40.110000","262","False","False",""
"5","5","Plains","j22","Near Mint","English","","","2024-12-30 20:46:29.490000","99","False","False",""
"8","8","Plains","sld","Near Mint","English","foil","","2025-01-02 03:35:14.457000","1348","False","False",""
"2","2","Plains","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","30","False","False",""
"2","2","Plains","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","29","False","False",""
"5","5","Plains","j22","Near Mint","English","","","2024-12-30 20:46:47.663000","100","False","False",""
"1","1","Playful Shove","blb","Near Mint","English","","","2024-12-30 20:59:35.433000","145","False","False",""
"1","1","Plea for Power","ltc","Near Mint","English","","","2025-01-02 03:16:37.853000","195","False","False",""
"1","1","Plumecreed Mentor","blb","Near Mint","English","","","2024-12-31 06:22:30.477000","228","False","False",""
"1","1","Plummet","mm2","Near Mint","English","foil","","2025-01-01 20:55:57.550000","155","False","False",""
"3","3","Plummet","rix","Near Mint","English","foil","","2025-01-01 20:51:54.253000","143","False","False",""
"1","1","Polliwallop","blb","Near Mint","English","","","2024-12-30 21:55:12.470000","189","False","False",""
"1","1","Pond Prophet","blb","Near Mint","English","","","2024-12-31 05:54:21.077000","229","False","False",""
"1","1","Ponder","sld","Near Mint","English","foil","","2024-12-31 05:27:13.653000","1783","False","False",""
"1","1","Pontiff of Blight","clb","Near Mint","English","","","2025-01-02 03:35:54.547000","768","False","False",""
"1","1","Pop Quiz","stx","Near Mint","English","foil","","2025-01-02 00:15:44.560000","49","False","False",""
"1","1","Port Town","ltc","Near Mint","English","","","2025-01-02 03:15:14.220000","323","False","False",""
"1","1","Portent of Betrayal","cmr","Near Mint","English","foil","","2025-01-01 20:23:15.410000","194","False","False",""
"1","1","Portent of Betrayal","cmr","Near Mint","English","foil","","2025-01-01 23:43:54.193000","194","False","False",""
"1","1","Practiced Tactics","znr","Near Mint","English","foil","","2024-12-30 20:26:15.167000","32","False","False",""
"1","1","Prairie Stream","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","193","False","False",""
"1","1","Prairie Stream","ltc","Near Mint","English","","","2025-01-02 03:15:14.220000","324","False","False",""
"1","1","Preordain","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","92","False","False",""
"1","1","Preordain","ltc","Near Mint","English","","","2025-01-02 03:16:37.853000","196","False","False",""
"1","1","Pressure Point","znr","Near Mint","English","foil","","2024-12-30 20:26:19.787000","33","False","False",""
"1","1","Priest of Ancient Lore","clb","Near Mint","English","","","2025-01-02 03:35:54.547000","704","False","False",""
"1","1","Prince Imrahil the Fair","ltr","Near Mint","English","","","2025-01-02 03:15:14.220000","219","False","False",""
"1","1","Pristine Talisman","ltc","Near Mint","English","","","2025-01-02 03:17:40.530000","283","False","False",""
"4","4","Pristine Talisman","nph","Near Mint","English","","","2024-12-30 19:26:02.053000","151","False","False",""
"1","1","Prize Pig","ltc","Near Mint","English","","","2025-01-02 03:17:40.530000","43","False","False",""
"1","1","Progenitor's Icon","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","100","False","False",""
"1","1","Prophetic Prism","cmr","Near Mint","English","","","2024-12-30 19:28:54.013000","334","False","False",""
"1","1","Prophetic Prism","gtc","Near Mint","English","","","2024-12-30 19:28:51.723000","234","False","False",""
"1","1","Prosperous Innkeeper","ltc","Near Mint","English","","","2025-01-02 03:17:40.530000","256","False","False",""
"1","1","Prosperous Pirates","cmr","Near Mint","English","foil","","2025-01-02 00:24:51.793000","85","False","False",""
"1","1","Providence","emn","Near Mint","English","","","2024-12-30 20:26:53.933000","37","False","False",""
"11","11","Provoke the Trolls","khm","Near Mint","English","foil","","2025-01-01 23:44:35.243000","144","False","False",""
"1","1","Prying Eyes","cmr","Near Mint","English","foil","","2025-01-02 00:27:35.310000","86","False","False",""
"2","2","Psychic Whorl","blb","Near Mint","English","","","2024-12-30 21:52:41.770000","105","False","False",""
"1","1","Psychotic Episode","tsr","Near Mint","English","foil","","2025-01-02 01:05:30.007000","132","False","False",""
"1","1","Puppeteer Clique","clb","Near Mint","English","","","2025-01-02 03:35:54.547000","769","False","False",""
"1","1","Pyroclastic Hellion","znr","Near Mint","English","foil","","2025-01-01 23:47:15.980000","152","False","False",""
"1","1","Quaketusk Boar","blb","Near Mint","English","","","2024-12-31 06:18:42.030000","146","False","False",""
"1","1","Quartzwood Crasher","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","281","False","False",""
"1","1","Queen of Ice // Rage of Winter","eld","Near Mint","English","foil","","2025-01-02 00:19:58.297000","61","False","False",""
"1","1","Rabbit","tblb","Near Mint","English","","","2024-12-30 20:57:57.610000","3","False","False",""
"1","1","Rabbit Response","blb","Near Mint","English","","","2024-12-30 20:57:20.687000","26","False","False",""
"1","1","Rabid Bite","znr","Near Mint","English","foil","","2025-01-01 20:39:30.793000","199","False","False",""
"1","1","Rabid Gnaw","blb","Near Mint","English","","","2024-12-31 06:04:30.040000","147","False","False",""
"2","2","Raccoon Rallier","blb","Near Mint","English","","","2024-12-30 21:00:08.300000","148","False","False",""
"1","1","Radagast, Wizard of Wilds","ltc","Near Mint","English","","","2025-01-02 03:16:37.853000","66","False","False",""
"4","4","Radiant Fountain","m21","Near Mint","English","","","2024-12-30 19:28:19.887000","248","False","False",""
"1","1","Raging Regisaur","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","282","False","False",""
"1","1","Raging Swordtooth","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","283","False","False",""
"1","1","Raise the Alarm","cmr","Near Mint","English","foil","","2024-12-30 20:27:02.110000","41","False","False",""
"1","1","Raise the Palisade","ltc","Near Mint","English","","","2025-01-02 03:16:37.853000","23","False","False",""
"1","1","Ral, Crackling Wit","blb","Near Mint","English","","","2024-12-30 21:04:44.740000","341","False","False",""
"1","1","Rally at the Hornburg","ltr","Near Mint","English","","","2024-12-31 07:46:32.050000","142","False","False",""
"4","4","Rally of Wings","war","Near Mint","English","","","2024-12-30 19:22:36.610000","27","False","False",""
"1","1","Rampaging Brontodon","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","247","False","False",""
"1","1","Rampaging War Mammoth","ltc","Near Mint","English","","","2025-01-02 03:16:17.650000","34","False","False",""
"1","1","Rampant Growth","ltc","Near Mint","English","","","2025-01-02 03:16:37.853000","257","False","False",""
"1","1","Rampant Growth","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","248","False","False",""
"1","1","Ranging Raptors","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","249","False","False",""
"1","1","Rankle and Torbran","mom","Near Mint","English","","","2024-12-31 08:23:18.740000","252","False","False",""
"1","1","Rapacious Guest","ltc","Near Mint","English","","","2025-01-02 03:17:40.530000","28","False","False",""
"1","1","Rathi Trapper","tsr","Near Mint","English","foil","","2025-01-02 01:02:51.200000","133","False","False",""
"1","1","Razortide Bridge","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","195","False","False",""
"1","1","Reality Shift","sld","Near Mint","English","foil","","2024-12-31 05:27:27.223000","1781","False","False",""
"1","1","Realm Seekers","ltc","Near Mint","English","","","2025-01-02 03:16:37.853000","258","False","False",""
"1","1","Reanimate","ltc","Near Mint","English","","","2025-01-02 03:16:17.650000","206","False","False",""
"2","2","Reaper of Night // Harvest Fear","eld","Near Mint","English","foil","","2025-01-02 01:30:10.193000","102","False","False",""
"4","4","Rebuff the Wicked","tsr","Near Mint","English","","","2024-12-30 19:20:47.207000","35","False","False",""
"1","1","Reckless Wurm","tsr","Near Mint","English","foil","","2025-01-01 23:45:21.077000","181","False","False",""
"1","1","Reclamation Sage","ltc","Near Mint","English","","","2025-01-02 03:16:37.853000","259","False","False",""
"1","1","Recover","rix","Near Mint","English","foil","","2025-01-02 01:14:38.020000","84","False","False",""
"2","2","Redcap Raiders","eld","Near Mint","English","foil","","2025-01-01 23:35:14.523000","136","False","False",""
"1","1","Reflex Sliver","tsr","Near Mint","English","foil","","2025-01-01 21:01:01.137000","226","False","False",""
"1","1","Regal Behemoth","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","251","False","False",""
"1","1","Regisaur Alpha","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","286","False","False",""
"1","1","Rejuvenating Springs","ltc","Near Mint","English","","","2025-01-02 03:16:37.853000","325","False","False",""
